Age,Overall,Potential,Special,International_Reputation,Weak_Foot,Skill_Moves,Weight,DIV,HAN,KIC,REF,POS,Best_Overall_Rating,PAC,Preferred_Foot_Right
37,73,73,1053,2.0,2.0,1.0,89.81,73.0,74.0,45.0,74.0,74.0,72.0,35.5,1
29,71,72,1053,1.0,2.0,1.0,86.18,72.0,69.0,67.0,69.0,72.0,70.0,33.5,1
24,76,79,1051,1.0,2.0,1.0,94.8,77.0,74.0,69.0,76.0,78.0,75.0,24.5,1
33,65,65,1050,1.0,1.0,1.0,87.09,65.0,62.0,52.0,65.0,68.0,64.0,40.5,0
25,80,84,1048,1.0,3.0,1.0,81.19,84.0,76.0,68.0,76.0,85.0,79.0,36.0,1
36,64,64,1048,1.0,2.0,1.0,97.07,64.0,63.0,53.0,63.0,64.0,63.0,41.0,1
28,67,68,1048,1.0,3.0,1.0,81.19,66.0,68.0,65.0,65.0,69.0,66.0,50.0,1
23,61,68,1045,1.0,3.0,1.0,87.09,62.0,61.0,57.0,60.0,62.0,60.0,43.5,1
27,66,66,1044,1.0,2.0,1.0,78.93,65.0,62.0,60.0,64.0,73.0,65.0,44.0,1
21,61,73,1043,1.0,3.0,1.0,78.02,62.0,59.0,58.0,59.0,61.0,60.0,45.0,1
26,68,72,1043,1.0,2.0,1.0,83.01,73.0,64.0,66.0,62.0,72.0,67.0,50.0,0
33,70,70,1040,1.0,2.0,1.0,77.11,71.0,65.0,65.0,65.0,76.0,69.0,33.0,1
19,54,68,1039,1.0,2.0,1.0,77.11,54.0,53.0,56.0,50.0,57.0,53.0,45.5,1
31,74,74,1038,2.0,2.0,1.0,82.1,74.0,74.0,63.0,76.0,74.0,73.0,44.0,0
25,71,73,1038,1.0,3.0,1.0,73.94,70.0,72.0,75.0,68.0,72.0,70.0,32.0,0
27,65,65,1036,1.0,2.0,1.0,78.02,63.0,61.0,50.0,65.0,67.0,64.0,41.0,1
29,63,63,1035,1.0,2.0,1.0,81.19,59.0,61.0,62.0,62.0,64.0,62.0,40.5,1
21,60,68,1035,1.0,3.0,1.0,82.1,61.0,60.0,55.0,57.0,61.0,59.0,44.5,1
20,65,77,1034,1.0,3.0,1.0,68.95,64.0,65.0,62.0,65.0,67.0,64.0,43.5,1
23,65,69,1034,1.0,3.0,1.0,78.93,66.0,62.0,57.0,61.0,67.0,64.0,50.0,0
29,63,63,1032,1.0,2.0,1.0,79.83,66.0,59.0,61.0,61.0,66.0,62.0,44.5,1
19,66,75,1031,1.0,2.0,1.0,78.93,69.0,61.0,63.0,63.0,69.0,65.0,32.5,1
25,71,75,1030,1.0,3.0,1.0,82.1,74.0,69.0,69.0,72.0,76.0,70.0,29.0,1
19,55,71,1029,1.0,1.0,1.0,76.2,53.0,56.0,52.0,53.0,55.0,54.0,46.5,1
19,56,67,1026,1.0,3.0,1.0,67.13,55.0,50.0,53.0,61.0,62.0,55.0,43.5,1
29,70,70,1022,1.0,2.0,1.0,79.83,71.0,62.0,59.0,71.0,73.0,69.0,46.5,1
17,59,74,1016,1.0,3.0,1.0,73.03,65.0,59.0,51.0,55.0,65.0,58.0,45.5,1
20,70,82,1016,1.0,2.0,1.0,86.18,71.0,72.0,68.0,70.0,74.0,69.0,29.0,0
39,65,65,1016,1.0,2.0,1.0,86.18,67.0,62.0,58.0,73.0,60.0,64.0,34.5,1
22,67,75,1016,1.0,2.0,1.0,78.02,69.0,63.0,63.0,66.0,69.0,66.0,43.5,1
22,61,69,1015,1.0,3.0,1.0,74.84,66.0,54.0,53.0,55.0,66.0,60.0,42.0,1
22,57,67,1015,1.0,2.0,1.0,77.11,57.0,57.0,54.0,51.0,60.0,56.0,45.0,1
20,61,74,1014,1.0,3.0,1.0,83.01,60.0,64.0,55.0,60.0,66.0,60.0,33.5,1
21,59,65,1013,1.0,2.0,1.0,73.94,59.0,57.0,56.0,60.0,60.0,58.0,44.5,1
17,59,80,1011,1.0,3.0,1.0,74.84,59.0,61.0,59.0,60.0,59.0,58.0,44.5,1
25,59,64,1010,1.0,3.0,1.0,76.2,59.0,59.0,54.0,57.0,62.0,58.0,54.5,1
26,70,71,1008,1.0,3.0,1.0,79.83,73.0,67.0,57.0,63.0,79.0,69.0,30.0,1
32,68,68,1008,1.0,3.0,1.0,86.18,70.0,68.0,56.0,64.0,66.0,67.0,34.5,1
34,64,64,1004,1.0,3.0,1.0,83.01,65.0,59.0,56.0,65.0,67.0,63.0,33.0,1
21,64,73,1003,1.0,2.0,1.0,84.82,67.0,60.0,57.0,58.0,68.0,63.0,40.5,1
18,68,82,1001,1.0,3.0,1.0,79.83,66.0,70.0,71.0,69.0,67.0,67.0,28.0,1
20,58,67,1001,1.0,3.0,1.0,93.89,63.0,55.0,55.0,49.0,60.0,57.0,39.5,1
17,58,81,1000,1.0,4.0,1.0,78.02,58.0,57.0,54.0,52.0,64.0,57.0,39.5,1
22,58,68,998,1.0,2.0,1.0,81.19,58.0,55.0,53.0,58.0,61.0,57.0,39.5,1
21,62,74,998,1.0,3.0,1.0,79.83,68.0,57.0,55.0,58.0,66.0,61.0,45.0,1
18,59,74,997,1.0,2.0,1.0,74.84,67.0,57.0,51.0,55.0,67.0,58.0,54.5,1
32,68,68,997,1.0,3.0,1.0,88.9,69.0,65.0,64.0,68.0,69.0,67.0,33.0,1
23,63,69,994,1.0,3.0,1.0,86.18,63.0,59.0,57.0,58.0,65.0,62.0,43.5,1
25,69,72,994,1.0,2.0,1.0,79.83,72.0,65.0,60.0,70.0,74.0,68.0,45.0,0
20,61,74,992,1.0,3.0,1.0,83.91,62.0,60.0,66.0,54.0,64.0,60.0,45.0,1
17,56,72,976,1.0,2.0,1.0,76.2,53.0,56.0,53.0,59.0,54.0,55.0,40.0,1
21,64,74,970,1.0,3.0,1.0,92.08,64.0,68.0,61.0,60.0,67.0,63.0,36.5,1
28,70,71,969,1.0,3.0,1.0,73.94,71.0,67.0,61.0,69.0,69.0,69.0,34.0,1
20,61,74,968,1.0,2.0,1.0,79.83,63.0,59.0,58.0,60.0,62.0,60.0,25.0,1
25,60,65,961,1.0,2.0,1.0,74.84,62.0,57.0,59.0,57.0,62.0,59.0,27.5,1
19,61,78,960,1.0,3.0,1.0,82.1,60.0,62.0,60.0,60.0,62.0,60.0,33.0,1
19,64,73,959,1.0,3.0,1.0,77.11,66.0,64.0,62.0,63.0,62.0,63.0,32.5,1
20,67,76,959,1.0,3.0,1.0,82.1,65.0,66.0,67.0,63.0,68.0,66.0,29.5,0
21,61,69,958,1.0,2.0,1.0,78.02,68.0,62.0,58.0,61.0,58.0,60.0,26.0,1
32,66,66,955,2.0,3.0,1.0,78.02,66.0,68.0,65.0,68.0,66.0,65.0,30.0,0
20,55,65,945,1.0,2.0,1.0,74.84,56.0,54.0,56.0,55.0,54.0,54.0,28.0,1
17,60,74,941,1.0,3.0,1.0,74.84,60.0,63.0,62.0,55.0,57.0,59.0,26.5,1
21,66,75,940,1.0,3.0,1.0,88.0,67.0,66.0,60.0,63.0,65.0,65.0,23.5,1
30,69,69,940,1.0,3.0,1.0,92.99,68.0,67.0,65.0,69.0,72.0,68.0,20.5,1
24,61,67,938,1.0,2.0,1.0,74.84,64.0,59.0,68.0,60.0,61.0,60.0,33.5,0
19,59,76,938,1.0,2.0,1.0,87.09,63.0,60.0,58.0,51.0,60.0,58.0,22.0,1
34,64,64,932,1.0,2.0,1.0,79.83,64.0,60.0,59.0,64.0,66.0,63.0,29.0,1
22,62,70,931,1.0,3.0,1.0,81.19,60.0,62.0,59.0,62.0,66.0,61.0,27.0,1
20,60,70,931,1.0,3.0,1.0,78.02,67.0,65.0,55.0,57.0,59.0,59.0,30.5,1
26,66,70,930,1.0,2.0,1.0,96.16,70.0,62.0,51.0,59.0,74.0,65.0,17.5,1
18,63,75,928,1.0,3.0,1.0,73.03,59.0,60.0,62.0,66.0,68.0,62.0,28.5,1
21,60,69,925,1.0,3.0,1.0,88.0,60.0,58.0,60.0,57.0,61.0,59.0,38.5,1
20,56,68,924,1.0,2.0,1.0,83.01,61.0,52.0,56.0,54.0,59.0,55.0,33.0,1
34,72,72,923,1.0,1.0,1.0,83.01,68.0,70.0,62.0,72.0,74.0,71.0,26.0,1
25,70,72,923,1.0,2.0,1.0,86.18,71.0,62.0,53.0,71.0,72.0,69.0,27.5,1
19,64,77,922,1.0,2.0,1.0,78.02,63.0,63.0,64.0,63.0,65.0,63.0,24.0,1
18,63,76,920,1.0,3.0,1.0,83.01,63.0,62.0,62.0,64.0,63.0,62.0,42.5,1
24,68,72,919,1.0,3.0,1.0,86.18,71.0,67.0,64.0,68.0,72.0,67.0,41.5,1
20,56,63,918,1.0,3.0,1.0,72.12,63.0,51.0,60.0,50.0,60.0,55.0,31.5,1
19,66,78,918,1.0,3.0,1.0,74.84,71.0,60.0,62.0,62.0,68.0,65.0,24.5,1
19,60,74,912,1.0,1.0,1.0,73.94,65.0,61.0,50.0,47.0,73.0,59.0,31.5,1
21,56,64,908,1.0,2.0,1.0,73.03,58.0,54.0,59.0,55.0,57.0,55.0,28.0,1
18,58,76,908,1.0,4.0,1.0,69.85,59.0,57.0,61.0,58.0,60.0,57.0,36.5,0
19,62,75,908,1.0,3.0,1.0,78.93,65.0,60.0,59.0,63.0,62.0,61.0,27.0,1
19,54,71,906,1.0,2.0,1.0,79.83,51.0,45.0,50.0,55.0,61.0,53.0,27.5,1
17,64,79,905,1.0,3.0,1.0,84.82,60.0,64.0,62.0,64.0,65.0,63.0,27.0,1
17,65,86,903,1.0,2.0,1.0,71.21,68.0,65.0,66.0,64.0,68.0,64.0,24.0,0
20,56,68,903,1.0,3.0,1.0,94.8,57.0,58.0,56.0,54.0,54.0,55.0,22.0,1
19,66,81,903,1.0,2.0,1.0,89.81,70.0,64.0,55.0,63.0,68.0,65.0,26.0,1
33,63,63,903,1.0,2.0,1.0,82.1,62.0,63.0,63.0,65.0,67.0,62.0,24.0,1
26,58,62,902,1.0,1.0,1.0,83.01,62.0,59.0,62.0,58.0,60.0,57.0,21.5,1
18,61,75,899,1.0,3.0,1.0,78.02,64.0,62.0,65.0,59.0,60.0,60.0,21.5,1
18,56,74,897,1.0,2.0,1.0,76.2,59.0,53.0,48.0,52.0,62.0,55.0,31.0,1
18,64,78,896,1.0,3.0,1.0,74.84,64.0,66.0,61.0,62.0,66.0,63.0,25.0,1
21,70,79,895,1.0,3.0,1.0,82.1,73.0,69.0,71.0,64.0,70.0,69.0,19.5,1
22,62,71,893,1.0,2.0,1.0,69.85,63.0,62.0,56.0,58.0,63.0,61.0,25.0,1
18,62,79,890,1.0,2.0,1.0,82.1,64.0,62.0,60.0,62.0,64.0,61.0,21.0,1
18,62,80,890,1.0,2.0,1.0,77.11,67.0,63.0,59.0,62.0,66.0,61.0,26.5,1
19,59,73,887,1.0,3.0,1.0,88.0,61.0,58.0,56.0,58.0,60.0,58.0,30.0,1
25,63,63,885,1.0,3.0,1.0,84.82,56.0,72.0,62.0,63.0,63.0,62.0,14.0,1
21,55,63,879,1.0,2.0,1.0,74.84,58.0,53.0,52.0,53.0,59.0,54.0,28.5,1
18,57,72,878,1.0,3.0,1.0,83.01,58.0,53.0,51.0,55.0,59.0,56.0,25.5,1
30,58,58,878,1.0,2.0,1.0,79.83,55.0,56.0,58.0,58.0,59.0,57.0,23.0,0
19,65,78,876,1.0,2.0,1.0,89.81,69.0,66.0,62.0,61.0,68.0,64.0,26.5,1
21,59,70,876,1.0,2.0,1.0,74.84,63.0,58.0,57.0,60.0,64.0,58.0,26.0,1
19,56,72,870,1.0,3.0,1.0,92.08,58.0,59.0,59.0,52.0,56.0,55.0,19.5,0
17,55,75,869,1.0,3.0,1.0,74.84,58.0,59.0,51.0,49.0,58.0,54.0,37.0,1
20,57,69,867,1.0,3.0,1.0,68.04,59.0,58.0,59.0,58.0,59.0,56.0,21.5,1
32,61,61,866,1.0,3.0,1.0,67.13,64.0,57.0,56.0,59.0,65.0,60.0,22.0,1
23,55,63,866,1.0,2.0,1.0,79.83,51.0,53.0,49.0,61.0,57.0,54.0,17.0,0
26,61,64,865,1.0,3.0,1.0,73.03,64.0,62.0,61.0,62.0,62.0,60.0,19.5,1
19,60,71,863,1.0,3.0,1.0,77.11,60.0,61.0,62.0,56.0,57.0,59.0,24.0,1
17,58,73,862,1.0,2.0,1.0,79.83,59.0,59.0,50.0,53.0,58.0,57.0,24.5,1
20,58,72,860,1.0,3.0,1.0,78.02,58.0,56.0,64.0,54.0,62.0,57.0,20.0,1
20,60,74,858,1.0,3.0,1.0,79.83,64.0,62.0,54.0,57.0,60.0,59.0,20.5,1
20,57,70,858,1.0,1.0,1.0,81.19,58.0,64.0,52.0,58.0,53.0,56.0,25.5,1
18,59,76,857,1.0,2.0,1.0,79.83,60.0,54.0,56.0,57.0,63.0,58.0,29.5,1
20,57,70,855,1.0,1.0,1.0,76.2,56.0,58.0,52.0,53.0,58.0,56.0,26.0,1
21,56,66,852,1.0,2.0,1.0,71.21,53.0,57.0,52.0,59.0,58.0,55.0,20.5,1
19,58,68,837,1.0,2.0,1.0,79.83,58.0,58.0,59.0,59.0,59.0,57.0,32.5,1
19,59,72,837,1.0,2.0,1.0,74.84,62.0,58.0,60.0,58.0,62.0,58.0,20.0,1
18,53,69,835,1.0,2.0,1.0,74.84,58.0,50.0,52.0,49.0,55.0,52.0,17.5,1
18,56,76,833,1.0,3.0,1.0,83.91,57.0,49.0,64.0,61.0,58.0,55.0,25.0,1
18,53,73,833,1.0,3.0,1.0,78.02,57.0,56.0,56.0,49.0,51.0,52.0,17.5,1
18,54,64,833,1.0,2.0,1.0,84.82,55.0,53.0,54.0,55.0,56.0,53.0,24.5,1
20,52,65,831,1.0,2.0,1.0,86.18,52.0,52.0,56.0,43.0,60.0,51.0,18.5,1
17,56,79,821,1.0,2.0,1.0,69.85,60.0,58.0,46.0,52.0,55.0,55.0,30.5,1
18,53,70,821,1.0,3.0,1.0,69.85,59.0,57.0,56.0,40.0,54.0,52.0,27.0,1
18,52,70,820,1.0,3.0,1.0,74.84,52.0,54.0,55.0,49.0,56.0,51.0,29.5,0
20,56,66,806,1.0,2.0,1.0,79.83,56.0,55.0,51.0,51.0,60.0,55.0,26.5,1
18,48,67,794,1.0,1.0,1.0,79.83,46.0,48.0,57.0,44.0,47.0,47.0,28.5,1
17,50,70,761,1.0,2.0,1.0,74.84,57.0,46.0,57.0,45.0,46.0,49.0,24.5,1
18,51,70,755,1.0,2.0,1.0,78.93,58.0,46.0,57.0,52.0,47.0,50.0,23.5,1
18,49,64,755,1.0,2.0,1.0,79.83,45.0,55.0,48.0,45.0,56.0,48.0,20.5,1
24,86,90,1485,2.0,3.0,1.0,86.18,85.0,80.0,92.0,82.0,87.0,84.0,63.5,0
32,88,88,1465,5.0,4.0,1.0,92.08,88.0,86.0,90.0,85.0,87.0,86.0,57.0,1
27,90,92,1451,4.0,3.0,1.0,82.1,90.0,84.0,83.0,86.0,93.0,88.0,57.5,1
24,83,88,1444,1.0,4.0,1.0,77.11,82.0,77.0,87.0,81.0,86.0,82.0,48.5,0
35,78,78,1437,3.0,3.0,1.0,79.83,78.0,77.0,85.0,75.0,78.0,77.0,56.0,1
26,75,78,1363,1.0,3.0,1.0,89.81,76.0,73.0,84.0,74.0,77.0,74.0,64.0,1
31,80,80,1361,2.0,3.0,1.0,79.83,82.0,81.0,79.0,77.0,82.0,79.0,51.5,1
27,85,87,1360,2.0,2.0,1.0,81.19,87.0,80.0,75.0,84.0,89.0,84.0,63.5,0
30,83,83,1350,3.0,2.0,1.0,83.91,85.0,81.0,78.0,80.0,82.0,81.0,55.0,0
26,89,92,1346,3.0,4.0,1.0,84.82,88.0,85.0,88.0,87.0,90.0,87.0,44.0,1
31,87,87,1345,3.0,3.0,1.0,79.83,90.0,81.0,75.0,82.0,90.0,85.0,53.5,1
31,83,83,1344,2.0,3.0,1.0,88.9,81.0,77.0,80.0,79.0,88.0,81.0,58.0,1
26,80,83,1342,1.0,4.0,1.0,82.1,81.0,75.0,82.0,78.0,83.0,79.0,52.5,1
29,79,79,1335,1.0,3.0,1.0,76.2,83.0,76.0,78.0,75.0,82.0,78.0,63.0,1
31,88,88,1335,4.0,1.0,1.0,82.1,88.0,84.0,68.0,83.0,92.0,86.0,63.5,0
25,80,85,1334,2.0,3.0,1.0,94.8,82.0,75.0,70.0,79.0,84.0,79.0,56.5,1
25,91,93,1330,3.0,3.0,1.0,87.09,86.0,92.0,78.0,90.0,89.0,89.0,51.5,1
25,87,91,1330,3.0,3.0,1.0,91.17,84.0,82.0,87.0,87.0,89.0,86.0,49.5,1
29,83,84,1329,2.0,3.0,1.0,87.09,85.0,83.0,77.0,80.0,82.0,82.0,56.5,1
23,82,87,1325,1.0,3.0,1.0,77.11,81.0,83.0,79.0,82.0,84.0,81.0,48.5,0
25,81,86,1321,2.0,3.0,1.0,93.89,85.0,78.0,77.0,77.0,84.0,80.0,53.0,1
27,76,77,1320,1.0,3.0,1.0,73.03,74.0,73.0,75.0,72.0,82.0,75.0,58.0,1
40,86,86,1316,4.0,2.0,1.0,92.08,80.0,81.0,74.0,91.0,85.0,83.0,41.0,1
28,84,85,1313,2.0,2.0,1.0,83.91,86.0,81.0,79.0,82.0,82.0,82.0,54.0,1
30,77,77,1306,1.0,4.0,1.0,79.83,75.0,80.0,76.0,73.0,78.0,76.0,56.5,1
26,88,89,1306,4.0,2.0,1.0,96.16,84.0,89.0,72.0,85.0,87.0,85.0,49.0,0
29,84,85,1304,3.0,4.0,1.0,78.93,79.0,84.0,81.0,80.0,87.0,82.0,51.0,1
31,77,77,1304,1.0,3.0,1.0,82.1,80.0,73.0,68.0,75.0,79.0,76.0,56.5,1
29,82,83,1299,3.0,3.0,1.0,83.01,80.0,83.0,75.0,81.0,82.0,81.0,52.0,1
26,83,86,1299,3.0,3.0,1.0,83.01,83.0,81.0,77.0,84.0,84.0,82.0,55.5,1
31,82,82,1296,2.0,2.0,1.0,92.08,80.0,84.0,78.0,83.0,82.0,81.0,55.0,0
35,82,82,1296,3.0,3.0,1.0,92.08,79.0,82.0,82.0,82.0,81.0,81.0,56.5,1
35,74,74,1289,1.0,4.0,1.0,83.01,74.0,72.0,74.0,74.0,76.0,73.0,49.0,1
32,77,77,1283,2.0,2.0,1.0,93.89,80.0,70.0,73.0,74.0,82.0,76.0,46.5,1
33,71,71,1282,1.0,2.0,1.0,89.81,71.0,67.0,77.0,70.0,70.0,70.0,45.0,1
19,83,94,1282,3.0,3.0,1.0,89.81,89.0,78.0,73.0,79.0,89.0,82.0,50.0,1
31,79,79,1277,2.0,2.0,1.0,86.18,74.0,81.0,77.0,81.0,77.0,78.0,40.5,1
35,76,76,1277,2.0,2.0,1.0,73.94,75.0,73.0,73.0,78.0,77.0,75.0,47.0,1
28,86,88,1277,3.0,3.0,1.0,89.81,86.0,83.0,73.0,86.0,88.0,85.0,49.0,1
30,71,71,1276,1.0,2.0,1.0,87.09,71.0,70.0,60.0,70.0,72.0,70.0,50.0,1
34,75,75,1272,2.0,3.0,1.0,83.91,76.0,72.0,70.0,73.0,77.0,74.0,53.5,1
32,80,80,1271,2.0,3.0,1.0,92.08,79.0,78.0,74.0,81.0,82.0,79.0,55.5,1
26,81,85,1269,3.0,3.0,1.0,83.91,83.0,77.0,77.0,75.0,86.0,80.0,51.0,1
29,74,75,1263,1.0,3.0,1.0,88.9,72.0,74.0,68.0,75.0,74.0,73.0,45.0,1
33,88,88,1262,3.0,2.0,1.0,92.08,87.0,86.0,69.0,89.0,89.0,86.0,53.0,1
27,85,86,1262,3.0,2.0,1.0,84.82,86.0,81.0,74.0,83.0,89.0,84.0,49.0,1
33,72,72,1259,1.0,3.0,1.0,77.11,72.0,71.0,71.0,70.0,73.0,71.0,62.5,1
31,80,80,1258,3.0,3.0,1.0,86.18,78.0,76.0,81.0,78.0,83.0,79.0,45.5,1
33,81,81,1256,3.0,2.0,1.0,83.91,80.0,76.0,78.0,81.0,82.0,79.0,52.5,1
24,74,77,1255,2.0,3.0,1.0,83.91,75.0,70.0,75.0,71.0,77.0,73.0,46.5,1
25,84,89,1254,2.0,3.0,1.0,77.11,81.0,85.0,71.0,79.0,90.0,83.0,56.5,1
31,84,84,1254,3.0,3.0,1.0,92.99,82.0,84.0,77.0,85.0,82.0,82.0,47.5,1
27,74,77,1252,1.0,2.0,1.0,78.02,76.0,70.0,65.0,75.0,76.0,73.0,55.5,1
25,79,81,1252,1.0,3.0,1.0,84.82,81.0,75.0,66.0,81.0,80.0,78.0,41.5,1
31,78,78,1251,3.0,3.0,1.0,91.17,76.0,75.0,68.0,75.0,81.0,76.0,58.0,1
34,77,77,1246,1.0,2.0,1.0,76.2,74.0,76.0,78.0,73.0,79.0,76.0,51.0,0
35,79,79,1246,2.0,3.0,1.0,89.81,78.0,79.0,73.0,77.0,81.0,78.0,49.0,0
26,80,83,1239,1.0,2.0,1.0,81.19,79.0,77.0,68.0,81.0,81.0,79.0,45.0,0
26,77,77,1236,2.0,2.0,1.0,87.09,77.0,76.0,68.0,77.0,79.0,76.0,43.0,1
31,77,77,1236,2.0,2.0,1.0,79.83,80.0,74.0,68.0,73.0,81.0,76.0,45.0,1
30,79,79,1232,1.0,3.0,1.0,94.8,78.0,82.0,84.0,78.0,75.0,78.0,43.5,1
35,70,70,1232,2.0,3.0,1.0,73.94,72.0,66.0,68.0,68.0,73.0,69.0,58.0,1
21,71,78,1231,1.0,3.0,1.0,74.84,70.0,69.0,66.0,74.0,71.0,70.0,56.5,1
23,84,90,1229,1.0,4.0,1.0,84.82,84.0,82.0,79.0,80.0,85.0,82.0,33.5,1
37,76,76,1229,2.0,2.0,1.0,94.8,79.0,71.0,58.0,75.0,81.0,75.0,45.5,1
28,76,77,1226,1.0,2.0,1.0,78.93,76.0,76.0,64.0,75.0,81.0,75.0,57.0,1
22,75,83,1226,1.0,3.0,1.0,77.11,76.0,72.0,70.0,73.0,78.0,74.0,48.5,1
29,80,81,1224,1.0,3.0,1.0,84.82,82.0,72.0,74.0,82.0,85.0,79.0,34.5,1
33,69,69,1223,1.0,2.0,1.0,77.11,68.0,69.0,74.0,68.0,69.0,68.0,47.0,1
35,75,75,1222,2.0,3.0,1.0,83.01,74.0,74.0,65.0,74.0,75.0,74.0,52.5,0
31,77,77,1222,3.0,2.0,1.0,83.01,77.0,76.0,72.0,75.0,77.0,76.0,55.0,1
28,75,76,1221,1.0,3.0,1.0,91.17,77.0,73.0,69.0,78.0,73.0,74.0,44.0,0
28,83,84,1220,2.0,1.0,1.0,82.1,83.0,82.0,70.0,79.0,85.0,82.0,49.0,1
25,79,83,1220,1.0,2.0,1.0,91.17,78.0,79.0,72.0,79.0,81.0,78.0,48.0,1
26,80,81,1219,1.0,2.0,1.0,93.89,76.0,79.0,78.0,81.0,81.0,79.0,37.0,0
31,83,83,1219,3.0,2.0,1.0,79.83,84.0,80.0,76.0,84.0,82.0,81.0,50.5,1
33,80,80,1219,3.0,3.0,1.0,82.1,80.0,79.0,74.0,79.0,81.0,79.0,48.0,1
33,82,82,1218,2.0,2.0,1.0,83.01,80.0,83.0,70.0,81.0,84.0,81.0,48.5,1
34,74,74,1217,1.0,3.0,1.0,76.2,74.0,76.0,69.0,74.0,72.0,73.0,54.5,1
28,75,77,1214,1.0,3.0,1.0,88.9,77.0,67.0,61.0,76.0,77.0,74.0,52.0,1
32,80,80,1214,2.0,3.0,1.0,86.18,80.0,77.0,75.0,78.0,83.0,79.0,47.5,1
26,79,82,1212,1.0,3.0,1.0,76.2,78.0,80.0,74.0,80.0,79.0,78.0,48.5,1
34,70,70,1210,1.0,2.0,1.0,81.19,70.0,66.0,71.0,71.0,72.0,69.0,45.0,1
19,79,91,1209,2.0,3.0,1.0,82.1,80.0,77.0,71.0,76.0,83.0,78.0,46.5,1
28,73,74,1208,1.0,2.0,1.0,88.0,74.0,69.0,67.0,74.0,73.0,72.0,59.0,1
25,75,80,1207,1.0,3.0,1.0,84.82,79.0,74.0,70.0,73.0,77.0,74.0,41.5,1
20,63,72,1206,1.0,2.0,1.0,81.19,66.0,62.0,59.0,64.0,63.0,62.0,53.0,1
36,75,75,1205,2.0,3.0,1.0,81.19,74.0,72.0,71.0,76.0,74.0,74.0,44.5,1
28,74,76,1202,2.0,2.0,1.0,83.01,75.0,73.0,71.0,73.0,74.0,73.0,54.0,1
32,78,78,1201,2.0,3.0,1.0,81.19,78.0,76.0,72.0,77.0,79.0,77.0,39.0,1
27,82,83,1197,2.0,4.0,1.0,86.18,81.0,76.0,78.0,82.0,84.0,81.0,48.5,1
29,75,75,1196,2.0,5.0,1.0,78.02,75.0,74.0,76.0,74.0,75.0,74.0,39.0,1
21,68,77,1195,1.0,2.0,1.0,73.03,70.0,65.0,72.0,61.0,71.0,67.0,52.5,0
30,72,72,1195,1.0,2.0,1.0,82.1,72.0,70.0,71.0,69.0,73.0,71.0,50.5,1
24,78,80,1193,2.0,3.0,1.0,88.9,77.0,75.0,78.0,75.0,80.0,77.0,47.0,1
27,79,82,1193,1.0,3.0,1.0,78.02,76.0,79.0,77.0,77.0,78.0,78.0,35.5,0
29,72,73,1193,1.0,3.0,1.0,88.0,72.0,70.0,80.0,68.0,74.0,71.0,37.5,1
22,76,83,1192,1.0,3.0,1.0,69.85,79.0,75.0,73.0,76.0,74.0,75.0,53.0,1
31,77,77,1192,2.0,2.0,1.0,74.84,78.0,69.0,75.0,75.0,81.0,76.0,43.5,1
30,66,66,1191,1.0,3.0,1.0,89.81,67.0,63.0,64.0,62.0,75.0,65.0,56.5,1
23,77,82,1191,1.0,3.0,1.0,83.01,82.0,72.0,78.0,74.0,77.0,76.0,43.0,1
39,67,67,1191,1.0,2.0,1.0,82.1,76.0,64.0,66.0,62.0,64.0,66.0,50.5,0
36,80,80,1190,3.0,3.0,1.0,88.9,75.0,82.0,74.0,82.0,76.0,78.0,43.0,1
27,72,72,1190,1.0,4.0,1.0,89.81,73.0,67.0,77.0,73.0,74.0,71.0,47.5,1
28,73,74,1185,1.0,2.0,1.0,83.91,74.0,70.0,73.0,74.0,76.0,72.0,49.5,1
34,80,80,1184,2.0,2.0,1.0,83.01,84.0,74.0,81.0,80.0,79.0,79.0,40.0,1
29,72,73,1183,2.0,2.0,1.0,84.82,71.0,66.0,66.0,74.0,76.0,71.0,53.5,1
30,73,73,1182,2.0,2.0,1.0,73.94,74.0,72.0,68.0,68.0,74.0,72.0,39.0,0
39,73,73,1182,1.0,3.0,1.0,79.83,67.0,74.0,65.0,82.0,71.0,72.0,46.5,1
26,69,72,1181,1.0,3.0,1.0,76.2,70.0,65.0,71.0,67.0,73.0,68.0,56.0,1
35,70,70,1181,1.0,2.0,1.0,92.08,72.0,70.0,69.0,69.0,68.0,69.0,43.5,1
30,79,79,1180,2.0,3.0,1.0,88.9,81.0,78.0,63.0,79.0,81.0,78.0,43.5,1
33,75,75,1180,1.0,2.0,1.0,78.93,76.0,72.0,76.0,74.0,75.0,74.0,42.5,1
31,82,82,1180,2.0,3.0,1.0,82.1,82.0,83.0,72.0,82.0,83.0,81.0,41.0,1
23,74,82,1180,1.0,3.0,1.0,79.83,75.0,69.0,64.0,74.0,77.0,73.0,47.0,1
24,69,74,1179,1.0,3.0,1.0,72.12,71.0,64.0,63.0,68.0,71.0,68.0,44.5,1
24,69,74,1178,1.0,3.0,1.0,72.12,71.0,67.0,72.0,69.0,68.0,68.0,50.5,0
39,80,80,1178,2.0,3.0,1.0,84.82,81.0,82.0,66.0,82.0,79.0,79.0,37.0,1
24,73,78,1178,1.0,2.0,1.0,91.17,74.0,67.0,66.0,72.0,79.0,72.0,42.0,1
33,68,68,1177,1.0,3.0,1.0,81.19,66.0,64.0,62.0,71.0,66.0,67.0,56.5,1
